text,emotion,label
Tom Cotton calls for ‘global military dominance’ in maiden Senate speech,fear,REAL
Trump has a challenge with white women: ‘You just want to smack him’,neutral,REAL
Rubio surges back to electrify South Carolina,neutral,REAL
"GOP still party of stupid: Scott Walker, Fox News and why 2016 hopefuls must appease wingnut base on evolution",anger,REAL
Mudslide on major highway in Colombia kills at least 6,sadness,FAKE
Rand Paul is just hilariously trolling Republicans now — and inadvertently revealing the two words behind the GOP’s biggest lie,joy,REAL
"Report Says Trade Deal Would Boost U.S. Economy, But Opponents Say No",neutral,REAL
Ambivalence on arms for Ukraine separates Obama from his backers,neutral,REAL
Ted Cruz popularity among Republicans takes a serious nosedive: Gallup,fear,REAL
“Fu**ing Insane”: Clinton Aide Freaks Out About Hillary Emails in Message Just Released by WikiLeaks,anger,FAKE
The inside story of Trump campaign’s connections to a big-money super PAC,neutral,REAL
U.S. Flag Flies Over Embassy In Cuba For First Time In 54 Years,neutral,REAL
US General: Warplanes Will Kill Fleeing ISIS Fighters Around Mosul,sadness,FAKE
Presidential Transition of Power Begins amid Nationwide Protests,fear,REAL
"Now More Than Ever, We Must Tell the Truth About the Iraq War",neutral,FAKE
Culture War – The ‘Have Mores’ Mock DAPL Protectors for Halloween,neutral,FAKE
The Art of the Swindle,neutral,REAL
"Luis Lázaro Tijerina: Americans and the Trump ""Victory"" - Russia News Now",neutral,FAKE
Temperament question dominates Clinton-Trump debate,neutral,REAL
Are Democrats crippling Obamacare?,anger,REAL
Trump warning: the start of World War III and ISIS,fear,FAKE
Trump Win Jitters New World Order Financial Markets,fear,FAKE
"GOP contenders prep for loud, ugly holiday season",disgust,REAL
Here’s What Happens in Your Brain When You Lie,neutral,FAKE
Donald Trump Destroyed as Fact Checker Reveals Trump Lies 20 to 37 Times Per Day,anger,FAKE
"Work: It's not a four letter word, it's a world-changing vocation",neutral,REAL
The most predictable disaster in the history of the human race,fear,REAL
"Hope and change, the Hebrew edition",neutral,REAL
"Iraq and US confident to retake Mosul, Daesh can't 'conduct full-fledged military action'",fear,FAKE
The meaning of Matt Bevin: Why his victory undermines a major Democratic Party theory,neutral,REAL
"NATO Goes On High Alert To Block Donald Trump Presidency, Put Hillary Clinton In Power",fear,FAKE
Nearly 300K New Jobs In February; Unemployment Dips To 5.5 Percent,surprise,REAL
[WATCH] Hillary Clinton’s “Crazy Eyes” Surface AGAIN!,neutral,FAKE
"Yes, creationists can be real scientists, too",neutral,FAKE
"Rubio: My pro-family, pro-growth tax reform plan for the 21st century",neutral,REAL
Ancient mosque inscription confirms Jerusalem Temple,neutral,FAKE
A new 50-state poll shows exactly why Clinton holds the advantage over Trump,neutral,REAL
"#MemeOfTheWeek: Trump Asked 'The Gays,' And Got Answers",sadness,REAL
Clinton debate performance enough to keep Biden on sidelines?,neutral,REAL
Is Mitch McConnell next?,neutral,REAL
Washington digs in for Supreme Court fight,neutral,REAL
Comment on 4 Reasons Why Your Diet Sucks by The Most Important Concepts The Manosphere Taught Me,disgust,FAKE
Hillary Clinton enjoys solid lead in early voting: Reuters/Ipsos poll,joy,FAKE
Hoping for the best and preparing for the worst: A look inside the American Redoubt movement,neutral,FAKE
"Trump Willing to Meet N.Korea's Kim, Wants to Renegotiate Paris Climate Accord",neutral,REAL
‘Anti-Establishment’ Trump Plans to Appoint Goldman Sachs and George Soros Insiders,anger,FAKE
Comment on Award Winning American Journalist Exposes The True Origin Of ISIS & The “War On Terror” by HILLARY CLINTON’S TIES TO ISIS SUPPORTERS | osmanisnin,neutral,FAKE
The attacks on George Stephanopoulos are getting the problem backward,anger,REAL
"Fight night in Las Vegas: High stakes for Trump, Clinton and Chris Wallace",fear,REAL
Trump’s Hitlerian disregard for the truth,disgust,REAL
University of Missouri protests: 'Just a beginning',anger,REAL
US-backed Forces Launch Raqqa Offensive as Terror Fears Grow in Europe,fear,FAKE
"Here’s Hillary Clinton’s big 2016 challenge, in one chart",neutral,REAL
"World Champion Boxer Manny Pacquiao Builds 1,000 Homes For Poor Filipinos",sadness,FAKE
JUST IN: FBI Reopens Hillary Clinton Email Probe,neutral,FAKE
What Is At Stake In the Election,fear,FAKE
Donald Trump featured in new jihadist recruitment video,disgust,REAL
Purely Coincidental or the Path to a Stolen Election? Voters Report ‘Irregularities’ with Voting Machines Across the US,neutral,FAKE
How Rand Paul’s criminal justice pitch is playing on the trail,neutral,REAL
Police shooting of Antonio Zambrano-Montes in Washington state could be the next Ferguson,neutral,REAL
The words Extraordinary Claims needs to be banished when talking Extraterrestrials,disgust,FAKE
Selling ‘Regime Change’ Wars to the Masses,neutral,FAKE
DAMNING Clinton Footage Leaks DAYS Before Election – SEE IT BEFORE IT'S DELETED,neutral,FAKE
"Black Agenda Report for Week of Oct 31, 2016",neutral,FAKE
Donald Trump can’t stop saying nasty things about women. It could cost him.,disgust,REAL
We Republicans Lost On Gay Rights. That’s A Good Thing.,neutral,REAL
"Senate Leaders Announce Deal On Human Trafficking Bill, Clearing Path For Loretta Lynch Vote",neutral,REAL
Report Exposes Inner Workings of Facebook and How Clinton Loyalists Control Your Newsfeed,anger,FAKE
Anti-Semitism growing in Europe,disgust,REAL
"Comment on ""The Working Class Won the Election"" by Paul Craig Roberts",neutral,FAKE
Republicans are the ones hiding behind ‘political correctness’,neutral,REAL
Seeking Refuge: Five lessons from Europe's migration crisis,neutral,REAL
Load of manure dumped at Democratic headquarters,disgust,FAKE
The Trump Campaign Actually Has a Hillary 'Voter Suppression' Strategy with 3 Key Targets,neutral,FAKE
"Police: Oklahoma Double Murder Suspect Has Hit List, May Be Headed to Nevada",neutral,FAKE
The Nation He Built,neutral,REAL
A Hindu Justice? Why Religion Matters for the High Court,neutral,REAL
Supreme Court Rules Obamacare Subsidies Are Legal,neutral,REAL
To defeat ISIS we need grownups,neutral,REAL
Hillary Clinton’s push on gun control marks a shift in presidential politics,neutral,REAL
KRAUTHAMMER: Jeb Bush had a breakout performance in the Fox News debate,surprise,REAL
Is GOP ready to unite against Trump for his Muslim ban?,neutral,REAL
Republicans Target Senate Democrats Over Menendez Contributions,anger,REAL
#MemeOfTheWeek: That Article From The Onion About Mass Shootings,fear,REAL
Why Trump Won and Why Clinton Lost    :,fear,FAKE
Taking Back Presidential Power,neutral,FAKE
Iraqi forces reportedly begin attack to recapture Tikrit from ISIS,fear,REAL
Cheyenne River Sioux Chairman Brings Pipeline Opposition to Meeting With President Obama,fear,FAKE
These Blast Points on Hillary's Campaign... Only The Deep State Is So Precise,neutral,FAKE
"You’re a Nazi, and other shocking truths according to Trump’s fact-checking rules",surprise,REAL
"Peaceful, sincerely, with grace: Paris attacks commemorated with floating lanterns",joy,FAKE
GOP establishment stares into the abyss,fear,REAL
Comment on Will the Cost of a “Self-Driving Taxi” Really Be Sixty-Seven Cents ($0.67) a Mile? McKinsey’s Mysterious Footnote 17 by JTMcPhee,neutral,FAKE
Why Libertarians (and Other 3rd Parties) Should Thank Donald Trump,neutral,REAL
Donald Trump rejects Mitt Romney's ironic tax attack,neutral,REAL
Not guilty: The power of nullification to counteract government tyranny,neutral,FAKE
Voting is the Problem. Here’s the Solution.,neutral,FAKE
Understanding the U.S. talking points on Iran,neutral,REAL
REASONS TO BELIEVE JULIAN ASSANGE IS IN CIA CUSTODY….,neutral,FAKE
Anthony Weiner Sends Apology Sext To Entire Clinton Campaign - The Onion - America's Finest News Source,sadness,FAKE
Podesta To Mills: “We Are Going To Have To Dump All Those Emails”,neutral,FAKE
Cruz is as bad as Trump and maybe worse: Column,disgust,REAL
"Leaked: Podesta's Satanic ""Spirit Cooking"" Dinner. Distrubing Stuff Beyond Belief!",disgust,FAKE
Will US-Gulf summit bridge the gap on Iran – or highlight disconnects? (+video),neutral,REAL
"Hillary Clinton Pitches Team Effort to Solve Country’s Troubles, Shows Softer Side",sadness,REAL
"Is Donald Trump Really, Finally Falling Apart?",surprise,REAL
No wikileakes from Kim Dotcom... nothing... zip... zero,neutral,FAKE
Russia warns US of ‘unintended incidents’ over Syria,fear,REAL
The scariest thing about Brussels is our reaction to it | Simon Jenkins,fear,REAL
Difference Between Growing Up In The 1960s Compared To 2016,neutral,FAKE
Trump teaches his supporters how to vote correctly,neutral,FAKE
Rep. Gowdy on the impact of the FBI’s new Clinton inquiry,neutral,FAKE
"His Fans Are Calling Trump Brave, But Here’s How Hillary Faced Down Man Who Stormed Stage (VIDEO)",fear,FAKE
"Dakota Access Pipeline violence grows as militarized police use extreme force, tear gas on praying protesters",anger,FAKE
"Money Laundering Scheme Exposed: 14 Pro-Clinton Super PACs, Nonprofits Implicated",anger,FAKE
Hillary Clinton's happy dance won't last,joy,REAL
What to watch for in the Indiana primary,neutral,REAL
GERMAN INTERIOR MINISTER demands that Italy send all new illegal alien Muslim invaders back to Africa,anger,FAKE
There’s Toxic Air In Your Home and This Is You Can Get Rid of It Naturally,neutral,FAKE
COP21: 'Never have the stakes been so high',neutral,REAL
This Is How Putin Celebrated Trump’s Election Win,joy,FAKE
Why Trump Won; Why Clinton Lost,sadness,FAKE
Round I in Iowa: Scott Walker Emerges,neutral,REAL
Victim Blaming the Planet,neutral,FAKE
Hillary Clinton Responds To Email Controversy: 'I Want The Public To See My Email',anger,REAL
Clinton Network Concerned About Teneo’s Consulting Behavior,fear,FAKE
Why does ISIS keep making enemies?,neutral,REAL
The Daily 202: Trump really is in danger of losing Utah,fear,REAL
Clinton Enters Fall With Key Advantages in White House Race,neutral,REAL
"Podesta Part 18: Wikileaks Releases Another 1,300 Emails; Total Is Now 31,500",neutral,FAKE
What you need to know about the New Hampshire primary,neutral,REAL
"This smart, harmless pesticide patent could take down Monsanto and change the world",neutral,FAKE
NATO and Putin: Downed Russian bomber is big threat,fear,REAL
Assange claims ‘crazed’ Clinton campaign tried to hack WikiLeaks,anger,FAKE
The most durably Democratic county in the country could go for Trump,neutral,FAKE
Donald Trump a KGB Spy?,surprise,FAKE
Rand Paul Drops Out Of White House Race,sadness,REAL
West covering up crimes of Bahraini regime: Analyst,disgust,FAKE
"No, Mexico Doesn’t Have A Wall On Its Southern Border—But If Trump Wins It Might Build One",neutral,FAKE
Donald Trump's run: He was just the man he was waiting for,neutral,REAL
"Episode #159 – SUNDAY WIRE: ‘Tick-Tock USA’ with guests Dr Marcus Papadopoulos, Basil Valentine",neutral,FAKE
"Trump Haters Mow Down Signs, “Black Women for Trump” Make Them Famous",neutral,FAKE
AP FACT CHECK: Claims in the VP debate,anger,REAL
Why You Should Drink Carrot Juice Daily? How to Make Your Own?,neutral,FAKE
"Ugly, bloody scenes in San Jose as protesters attack Trump supporters outside rally",disgust,REAL
PrankGate? Patriots' Gostkowski Terrorizing NFL Via Prank Calls,fear,FAKE
Millions of South Koreans Rise Up Against Shadow Government,fear,FAKE
Why did Mexico invite Donald Trump for a visit? (+video),surprise,REAL
Paintings 'almost no one else seemed to be doing',surprise,FAKE
Hillary is new and improved! Take as directed.,neutral,REAL
"Without Bold Agenda, Warn Progressives, A Clinton Presidency Won’t Stand Chance",fear,FAKE
The Double Standards of American Politics (What Do I Tell My Daughter?) · Guardian Liberty Voice,neutral,FAKE
Civil War in the GOP: Trump Leading “Long Experiment in Populism… New Republican Party”,neutral,FAKE
"Comment on ""What Hath Trump Wrought?"" by Pat Buchanan",neutral,FAKE
Protests at Donald Trump rally overshadow Washington primary win,fear,REAL
Obama takes fire for,anger,REAL
Bernie Sanders is expected to endorse Hillary Clinton today. What did his movement mean?,neutral,REAL
WikiLeaks Revelations Leave The Federal Emperor Wearing No Clothes,disgust,FAKE
"Trump Doubles Down On McCain Criticism, Refusing To Apologize",sadness,REAL
Why Scott Walker's supernova campaign burned out (+video),sadness,REAL
"Baltimore, race and matters of perception",neutral,REAL
WORLD WAR 3 is Now * HILLARY Clinton Is Mushroom Cloud Waiting to Happen,neutral,FAKE
Congress inches closer to cliff,fear,REAL
Carson Doubles Down on 'Muslim' Comments: 'Sharia Inconsistent with Constitution',anger,REAL
It Looks Like George Soros is Funding the Trump Protests Just Like He Funded The Ferguson Riots,neutral,FAKE
"In clash between Trump and the Khans, new signs of a cultural and political divide",fear,REAL
CHARLESTON ‘ON EGGSHELLS’ ON EVE OF TWO RACIALLY CHARGED TRIALS |,neutral,FAKE
Chris Christie says debt-free college is 'wrong',anger,REAL
"Just Weeks After Obama’s Executive Order on Catastrophic Space Weather Events, a Coronal Mass Ejection Is Set to Hit on Election Day?",fear,FAKE
PUTIN’S LATEST ATTACK AGAINST HILLARY CLINTON AND THE U.S ESTABLISHMENT,anger,FAKE
"New York prison escape: Worker questioned, source says",anger,REAL
"Texas Republican Calls Hillary The WORST Word You Could Ever Call A Woman, Blames Staffer (IMAGES)",disgust,FAKE
"VA Secretary Robert McDonald admits lying about Special Forces service, apologizes",sadness,REAL
"Texas County Enacts ""Emergency Paper Ballots"" After ""Software Glitch"" In Voting Machines",sadness,FAKE
Jeb Bush and Iraq: What price family loyalty? (+video),neutral,REAL
Iraqi Soldier Battling in Mosul Reunited with His Family After Two Years of Estrangement,sadness,FAKE
House Committee Report Finds Secret Service Is 'An Agency In Crisis',fear,REAL
History class becomes a debate on America,neutral,REAL
Congress: Hillary Will Be Impeached If She Becomes President,fear,FAKE
Poll: Trump leads GOP race nationally but with weaker hold on the party,neutral,REAL
Jesse Matthew charged in Hannah Graham's murder; DA will not pursue death penalty,sadness,REAL
"With Iran deal, Obama makes bad history",disgust,REAL
23 Things to Do to Improve Your Mental Health,neutral,FAKE
Kentucky clerk still won't issue same-sex marriage licenses,neutral,REAL
"NATIONAL REVIEW, Conservatism Inc., Plan To Cave EVEN MORE On Immigration!",anger,FAKE
Ore. Gunman Asked Victims If They Were Christians,neutral,REAL
BREAKING: Muslim shot dead after trying to KILL GUARD at US EMBASSY in Kenya,sadness,FAKE
Why we miss the unpolarizing Pat Moynihan,sadness,REAL
Why are these candidates losing the GOP race so far?,surprise,REAL
Former DEA Prescription Head Drops a BombShell — Congress Protects Big Pharma & Fuels Opioid Crisis,neutral,FAKE
Sanders won't call for release of Clinton's bank speech transcripts,neutral,REAL
Trump’s impending nomination means it’s time for a third party,neutral,REAL
The College Loan Bombshell Hidden in the Budget,surprise,REAL
It Took Less Than 2 Hours For The New Email Investigation Story To Completely Collapse (VIDEO),surprise,FAKE
How Predictive Are Iowa And New Hampshire?,neutral,REAL
ISIS Executes 300 Iraqi Civilians by Firing Squad North of Mosul,anger,FAKE
Common painkillers linked to increased heart failure risk,fear,FAKE
"THIS Test Will Tell If You Are An Indigo, A Crystal Or A Rainbow Child!",neutral,FAKE
6 Places Voter Fraud Has Already Happened… But Don’t Worry,neutral,FAKE
Trump: 'We Must Replace Globalism with Americanism',fear,REAL
"Hillary Clinton introduces Michelle Obama at campaign rally (wait, WHAT?) [video]",surprise,FAKE
Who reckons this might not be a legit iPhone charger?,surprise,FAKE
"Comment on If Clinton Goes Down, Loretta Lynch Will Go Down With Her by Truth Detector",fear,FAKE
"Arianna Huffington, journalist: echo chamber for Hillary Clinton",neutral,FAKE
Obama On Loretta Lynch: 'You Don't Hold Attorney General Nominees Hostage',neutral,REAL
Profit sharing was supposed to be a silver bullet for middle-class success. What happened?,surprise,REAL
The FBI and DOJ Summed Up By One BRUTAL Cartoon,neutral,FAKE
"News And Views From The Nefarium – November 3, 2016 [Video]",neutral,FAKE
How the election battle shapes up,neutral,FAKE
Trump: O'Malley 'weak' and 'pathetic' for apologizing to Black Lives Matter protestors,sadness,REAL
Ted Cruz’s 5-percent flim-flam: His latest economic promise is a real laugher,neutral,REAL
"In my timeline it was Michael Barage, Rump and Billary",neutral,FAKE
"Hillary Clinton wins debate, Bernie Sanders rises in polls",neutral,REAL
"Parsing Biden's words: If Hillary runs, he won't - Politics.com",neutral,REAL
United We Grand - The Onion - America's Finest News Source,joy,FAKE
Former Attorney General Janet Reno Passes Away,sadness,FAKE
Media Self-Destruct over Trump,anger,FAKE
"To finish MLK's work, face up to racism (Opinion)",neutral,REAL
"Bill Clinton Inc: Billions for the Foundation, $116 Million for the Clintons",joy,FAKE
Comment on Corporate Democratic Party Think Tank ‘Third Way’ Exposed by Dear Centrists: The Left Has Something to Say Whether You Like It or Not,neutral,FAKE
"Russian jet crashes in Egypt's Sinai Peninsula, killing 224 people",fear,REAL
WATCH: Mass Shooting Occurs During #TrumpRiot; Media Ignores (Video),fear,FAKE
The Anti-Trump Protesters Are Tools of the Oligarchy,disgust,FAKE
Jeb on running as a Bush: 'Interesting challenge',neutral,REAL
VA Hospital Honors Decorated Veteran of Three Wars with Free Side of Mashed Potatoes | GomerBlog,joy,FAKE
"British banker took 60g of cocaine while torturing & killing prostitute, court told",disgust,FAKE
Bill Black: Wall Street’s Apologist-in-Chief Mansplains Regulation to Senator Warren,neutral,FAKE
"“We are losing control of the streets,” say police as Angela Merkel’s Germany descends into chaos and lawlessness",fear,FAKE
Will Bill Clinton's best effort be enough?,neutral,REAL
At least 12 dead in shooting at office of satirical French magazine,sadness,REAL
"Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies",neutral,FAKE
"Because of Hillary Clinton, Emergency-Contraception Is Banned In Honduras",fear,FAKE
"Iran, world powers agree to nuclear deal",neutral,REAL
Supreme Court Throws Out Ruling On Obamacare Contraception Mandate,neutral,REAL
"In era of Trump, spin cycle gets a makeover",neutral,REAL
Clinton Camp in Damage-Control Mode Over 'Top Secret' Emails,neutral,REAL
North Dakota had 292 oil spills in 2 years officially disclosed 1 to the public,neutral,FAKE
"Clinton rails against big banks, but refuses to release Wall Street speeches",anger,REAL
Fresno State Student Transitions to a Male,neutral,FAKE
"Comment on The Liberal Conservative Examines The Bill Of Rights, Part VIII by Entertainment and Movie reviews with tips on how to get Website Traffic and Make Money Online.",neutral,FAKE
Yemeni forces fire ballistic missile at Saudi Arabia’s Jeddah airport,fear,FAKE
Jim Rogers: It’s Time To Prepare; Economic And Financial Collapse Imminent (VIDEO),fear,FAKE
What to Expect From the New Congress,neutral,FAKE
Clinton Promises To Scrap ‘Pointless’ FBI If Elected,anger,FAKE
Jesus Christ’s ‘Burial Slab’ Uncovered During Restoration,disgust,FAKE
Knesset Speaker asks Vatican to join battle against UNESCO’s denial of history,anger,FAKE
Mitt Romney Could Soon Endorse Marco Rubio. Will Jeb Join Him?,disgust,REAL
4 Motivation-Zapping Thoughts To Identify and Eliminate,neutral,FAKE
How World War III Could Start,fear,FAKE
Charlie Hebdo editor-in-chief: ‘Religion should not be a political argument.’,disgust,REAL
John Pilger: ‘The truth is… there was no one to vote for’ (Going Underground US election special),neutral,FAKE
Ashton Carter Is Sworn In As Obama's 4th Defense Secretary,sadness,REAL
Historic nuclear deal reached in Vienna: What does it mean for Iran?,fear,REAL
Can Cruz-Kasich strategy really stop Trump?,fear,REAL
Obama’s inconsistent claim on the ‘frequency’ of mass shootings in the U.S. compared to other countries,neutral,REAL
Halloween Costumes Mocking #NoDAPL Activists Hit Social Media,fear,FAKE
Appeals court rules against Obama’s immigration plan,neutral,REAL
"NATO, Russia To Hold Parallel Exercises In Balkans",neutral,FAKE
The vengeful god of Kim Davis: The powerful forces we ignore when we fixate on one Kentucky clerk,fear,REAL
"South Dakotans may not like Obama, but they’d like to see the president",joy,REAL
October Surprise: ABC Uncovers “Millions” of Payments From Russia To Trump,surprise,FAKE
Republicans finally pass an Obamacare repeal. Do GOP voters care?,neutral,REAL
FBI Agent Accuses James Comey Of ‘Trampling On The Rule Of Law’,anger,FAKE
Dan Pfeiffer to leave White House,sadness,REAL
Contaminated food from China now entering the U.S. under the 'organic' label,neutral,FAKE
Exclusive Clinton op-ed: I'll look for common ground,neutral,REAL
Don’t Believe The Myth That Weightlifting Will Slow You Down,fear,FAKE
"Poll: Voters trust Trump on economy, Clinton on nukes",neutral,REAL
NC Governor Partially Changes 'Bathroom Bill' after Backlash,anger,REAL
Donald Trump Is The King Of Russian Spies,neutral,FAKE
Obama: ‘Africa is on the move’,neutral,REAL
“Where is the public outcry for an explanation of how the longest war in American history is on a course to end in failure?”,anger,REAL
The Arrivals Bosanski Prijevod 36-theStoryOfJesus,neutral,FAKE
Hamas Member Admits On Live TV That ‘Palestine’ Never Existed,neutral,FAKE
The Hillary Era is Coming: Worry!,fear,FAKE
The FBI's Clinton Investigation Is Wider Than Assumed,neutral,FAKE
White people have a race — but everyone flips out when we talk about it,neutral,REAL
N.J. Gov. Christie walks a fine line on gay marriage,neutral,REAL
Democrats Push to Prevent Gun Sales to Terror-list Suspects,fear,REAL
"Contests in South Carolina, Nevada to test the appeal of the outsiders",neutral,REAL
Donald Trump Call For Immediate Shutdown of Clinton Foundation,fear,REAL
Louie Gohmert For House Speaker?,neutral,REAL
Secretary of Labor Tom Perez on how to fight for social change,neutral,REAL
"Wikileaks: Clinton, Podesta Agreed Not To Distribute Confidential Intel By Private Email Account",neutral,FAKE
Wolf Richter: What the Heck’s Going on with Foreclosures? Why this Spike?,surprise,FAKE
RED ALERT: China officially orders its citizens to prepare for WW3 as tensions with the United States boil over,anger,FAKE
The World is Waking Up and it’s Magic to Watch,neutral,FAKE
"If Donald Trump gets rattled by press, how would he handle Putin?",fear,REAL
Belgian police hunting 2 mystery bombers believed to have survived Brussels attacks,fear,REAL
"Health Ranger to launch revolutionary, certified organic, non-GMO preparedness food line this Thursday",neutral,FAKE
France Plans to Implement Universal Biometric IDs,neutral,FAKE
NEW WIKILEAK : Top Clinton Operative Believes “BLACK VOTERS ARE STUPID” – TruthFeed,neutral,FAKE
The Latest On Iran Deal: Obama Says Deal Provides New Way Forward,neutral,REAL
Israel preparing for one-sided UN Security Council resolutions,fear,FAKE
"Senate Dems back down on Iran, say won’t support sanctions bill yet",neutral,REAL
"Melania Trump Plagiarized Michelle Obama, a Woman Republicans Said Hated America",disgust,REAL
Yosemite free-climbers reach top of El Capitan,neutral,REAL
Peter Thiel On Trump,neutral,FAKE
Three Likely GOP White House Hopefuls Back Legal Status for Illegal Immigrants,neutral,REAL
"Comment on India Moves to Severely Restrict Use of Cash, Forcing Much of Economy Into Barter by Bugs Bunny",neutral,FAKE
Migrants FLOOD Into U.S. From Mexico Right Before Election,fear,FAKE
Scott Walker: Wall on Canadian Border Worth Reviewing,neutral,REAL
"State Dept. uncovers nearly 18,000 missing emails sought from ex-Clinton spokesman",neutral,REAL
Police Departments Refuse Participation In Dakota Access Pipeline Crackdown,anger,FAKE
Donald Trump and the Equilibrium to Come | New Eastern Outlook,neutral,FAKE
Environment 'Has Never Been A Partisan Issue' For EPA Administrator,neutral,REAL
Obama pushing to diversify federal judiciary amid GOP delays,sadness,REAL
Why presidential candidates' faith matters less and less to voters,neutral,REAL
"DOJ: Guardsman, cousin charged with supporting ISIL",anger,REAL
Obama will not endorse candidate in Democratic primary race,neutral,REAL
Will #DraftOurDaughters Bring Hillary Down?,fear,FAKE
Michelle Obama's full DNC speech: Best of the night?,surprise,REAL
They Knew: The End of the Clinton Lies Begins,sadness,FAKE
The USA Era (1945 - 2008) in Retrospect,neutral,FAKE
Russia Warns US In Total Breakdown After FBI Notifies Obama All Hillary Emails Found,fear,FAKE
"Mormon Exodus: Trump, Clinton Tied in Utah at 26%; McMullin 22%, Johnson 14%",neutral,REAL
Why Clinton remains inevitable — almost,fear,REAL
Fact-checking the second Clinton-Trump presidential debate,neutral,REAL
Sandy Hook Promise Rakes In $6 Million (VIDEO),joy,FAKE
Obama veers left,neutral,REAL
Libertarians hope rallies and ads can nudge them into the presidential debates,neutral,REAL
Islamic State admits defeat in Kobani; blames airstrikes,sadness,REAL
Obama On Climate Change: 'I Actually Think We're Going To Solve This Thing',neutral,REAL
"Mike Huckabee on Netanyahu, wage stagnation, 2016 and more",neutral,REAL
Crucial Rule Is Delayed a Year for Obama’s Health Law,neutral,REAL
At least 12 dead after terror attack at Paris newspaper office (+video),fear,REAL
World leaders' personal chefs sample Indian market fare,neutral,FAKE
An Open Letter to Black South African Police Officers,neutral,FAKE
Gay man finds it in himself to tolerate religious person,disgust,FAKE
US Spy Chief: Asking North Korea To Stop Nuke Program a ‘Lost Cause’,sadness,FAKE
The Devastating Consequences Of A 'Small' Rise In Global Temperatures,disgust,REAL
"Cost, logistics of Obama immigration plan raise concerns before launch",fear,REAL
General is most senior Army officer to kill self,disgust,FAKE
Putin Mocks Clinton Claim Of Russia Election Meddling: ‘Is U.S. A Banana Republic?’,neutral,FAKE
Attack of the Clones translated into Chinese and back to English makes for hilarious subtitles,joy,FAKE
Seth Meyers Takes ‘A Closer Look’ At The Final Stretch Of The Election Season (VIDEO),neutral,FAKE
HUFFPOLLSTER: Growing Economy Good News For Obama,joy,REAL
Soros-Linked Voting Machines Cause Concern over Rigged Election,fear,FAKE
"Israel settlements legal, Trump aide says, playing anti-Iran video message on Mount Zion",anger,FAKE
3 Members Of Muslim Family Shot Dead In Chapel Hill,sadness,REAL
Is Obama preparing a parting shot on Israel? This President must not bind the next,neutral,FAKE
“Scary Stories In 5 Words” are terrifying tales for people short on time,fear,FAKE
BUSTED: Eric Trump Admits Daddy ‘Started The Conversation’ About Obama’s Birth Certificate (AUDIO),disgust,FAKE
"Wolf Richter: Done in by Overcapacity, Stagnant World Trade, and China, Korean Shipbuilders Collapse on Top of Taxpayers",fear,FAKE
Stating the obvious? FBI awkwardly acknowledges San Bernardino massacre likely terrorism,fear,REAL
Alex Collier on Angels 2016-10-22 [VIDEO],neutral,FAKE
What Is To Be Done?,neutral,FAKE
"American Dream, Revisited",neutral,FAKE
"Thousands of rape kits left untested despite federal pledge, critics blame DOJ",anger,REAL
Mr. Trump goes to Washington: The surreal spectacle of a know-nothing GOP frontrunner,fear,REAL
Fox News Just Exposed Hillary’s ILLEGAL VOTING Scheme To The Entire Country!,neutral,FAKE
Oil prices could fall further if Iran nuclear deal is reached,fear,REAL
Why Are Russia and China Buying Up All of America’s Food? Paul Martin and Dave Hodges,neutral,FAKE
Obama to propose spending $74B more in 2016 than mandatory spending cuts,surprise,REAL
US Votes 'No' As UN Adopts Landmark Resolution Calling to Ban Nuclear Weapons,fear,FAKE
"Trump: I'll Only Lose With 'Cheating,' Asks Supporters To Watch Polling Places",neutral,REAL
"Clinton looks to sisterhood, but votes may go to Sanders",sadness,REAL
Clinton campaign denies access to pool reporter,anger,REAL
Europeans have no future - Putin on Migrant Crisis [Video],neutral,FAKE
"Doug Schoen: Trump, Hillary and the forgotten swing vote -- seniors",neutral,REAL
Re: Americans Want Hillary in Jail - Rightly So!,anger,FAKE
BRICS Do Not Lack Mortar: What Detractors Should Know - Rakesh Krishnan Simha,neutral,FAKE
How the GOP can take back the White House,neutral,REAL
"Sorry Jeb, 'anchor babies' is a slur",sadness,REAL
Fight night: Why the South Carolina showdown could turn bloody,fear,REAL
Battle over Scalia’s replacement already spilling into Senate races,fear,REAL
WikiLeaks Podesta Emails Confirm Hillary’s Health Issues,neutral,FAKE
Clinton struggles to contain media barrage on foreign cash,neutral,REAL
What WikiLeaks hack says about Clinton: Our view,neutral,REAL
Providing Balanced Information Is Not Facebook's Goal - NYTimes.com,neutral,REAL
Which States Can Gary Johnson and Jill Stein Spoil?,neutral,REAL
On Trump’s victory,neutral,FAKE
Trump Hits 'Magic Number' of Delegates Required for Nomination,neutral,REAL
OPINION: Both sides of abortion debate need to talk more honestly,neutral,REAL
Vine 2013-2016: celebrate the life and death of an app with these 12 clips,joy,FAKE
"Possibility of fire aboard EgyptAir flight raised as body parts, debris found in Mediterranean",fear,REAL
These New Solar Panels Use Sunlight to Create Clean Drinking Water from the Air,neutral,FAKE
"Hacker Guccifer 2.0 Says Election Could Be Rigged, Promises to Monitor 'from Inside'",neutral,FAKE
Presumptive Nominee? Trump Indiana Win Creates Big Challenge to Unite Party,neutral,REAL
Is the Hillary email scandal Watergate all over again?,neutral,REAL
Do Britain’s gunless bobbies provide answers for America’s police?,neutral,REAL
